0.18435581	0.19726293	0.16550502	-0.18185697	0.18418023	-0.2019167	-0.14231227	-0.15700507	-0.17964953	0.15611051	0.14271463	-0.21832119	-0.16218384	0.10512153	0.124569185	0.12424613
0.0574777	-0.0012780504	-0.0023345188	0.0123800505	0.05315082	0.0025897063	-0.067423254	0.0048643793	-0.1413634	0.037111178	0.0107818395	-0.05007101	-0.08154442	0.009193417	0.098431736	0.0629692
-0.13633266	-0.045164667	-0.048158795	0.08560173	-0.13104902	0.12729798	0.10494787	0.082305014	0.053745065	-0.09650047	-0.10821929	0.089233086	0.06459704	-0.048313513	-0.08181068	-0.12388296
0.060232874	0.039455093	0.087352306	-0.03212483	0.0331551	-0.05114507	-0.023442542	-0.041954026	-0.06450989	0.031322133	0.084454246	-0.10039728	-0.0474432	0.0090360725	0.1116544	0.06358906
0.28631717	0.25627732	0.21845858	-0.24835314	0.33808875	-0.20234884	-0.2216818	-0.16837296	-0.4610232	0.23141603	0.16507314	-0.36372188	-0.25629827	0.19310996	0.32495433	0.23394363
-0.12239698	-0.19847366	-0.16683652	0.15833575	-0.08602292	0.11485899	0.14870141	0.17071761	0.13181716	-0.118420355	-0.13796248	0.10000768	0.17407289	-0.14935338	-0.17760348	-0.16387793
-0.070662975	-0.03529875	-0.0590478	0.05622656	-0.08410019	0.046883438	0.0403936	0.0869852	0.0929026	-0.03069006	-0.102273785	0.09450116	0.07319662	-0.031108642	-0.05919565	-0.032055937
0.07501467	0.103973754	0.08103635	-0.046510376	0.14439037	-0.06835648	-0.019906882	-0.012679468	-0.120534405	0.028103365	0.04221942	-0.07798473	-0.09516155	0.04271933	0.11932492	0.04159217
0.19842078	0.18070576	0.08859749	-0.1260888	0.2194562	-0.1343409	-0.07403248	-0.09848593	-0.24583504	0.11115739	0.114947475	-0.17109634	-0.14113696	0.10430522	0.17776679	0.22796366
-0.14358358	-0.083401434	-0.06041587	0.11178165	-0.14145394	0.1431362	0.07779716	0.03964141	0.19341867	-0.098829664	-0.09372517	0.09244327	0.10015042	-0.075228415	-0.113426544	-0.114959575
-0.017644407	-0.0412245	-0.031717956	0.047976777	-0.009887515	-0.030057596	0.011486221	0.053887974	-0.072191164	-0.0071171573	3.914765e-05	-0.05411335	0.012511332	-0.041071538	0.07998249	0.0067853057
0.15705538	0.1375029	0.11442022	-0.11583748	0.09426623	-0.107809894	-0.10050714	-0.16620697	-0.07610216	0.13315901	0.15401357	-0.06475267	-0.17092142	0.10380839	0.13721243	0.060361173
-0.08435459	-0.0444929	-0.039813783	0.10806735	-0.10973194	0.09349383	0.117798485	0.12046363	0.12819035	-0.09761217	-0.051087882	0.110337056	0.041890536	-0.04659165	-0.088728555	-0.050303385
-0.066078745	-0.05453445	-0.037172034	0.102769405	-0.18766291	0.08437901	-0.0003734368	0.0054821963	0.23164585	-0.08317427	-0.12028841	0.15892206	0.059436876	-0.10515799	-0.16910441	-0.1444078
0.26232588	0.19018814	0.2701134	-0.2684078	0.25861838	-0.25433058	-0.1945471	-0.17562968	-0.31020123	0.23152474	0.19130433	-0.24996062	-0.28543356	0.20493902	0.22370775	0.26879433
-0.114731066	-0.12692699	-0.05924705	0.07878268	-0.111232065	0.15364432	0.08043551	0.09325543	0.12799375	-0.11049431	-0.09737153	0.11685392	0.103941165	-0.14717412	-0.096968964	-0.16366
-0.10739794	-0.110818334	-0.0073820236	0.070240386	-0.04471117	0.06356582	0.04728058	0.057848476	0.15250258	-0.10672211	-0.03425784	0.13642254	0.09043874	-0.09567638	-0.07083313	-0.08424342
-0.189645	-0.17553616	-0.10439152	0.156964	-0.17362763	0.17367376	0.118715286	0.12538007	0.31974766	-0.14182036	-0.1814975	0.2324685	0.13432124	-0.20024586	-0.17649959	-0.20136005
-0.016384099	-0.030932251	-0.06130669	0.06015313	-0.035928983	0.040589597	0.06296372	0.0038874845	0.08562209	-0.002046968	-0.024108112	0.077964574	0.08651133	-0.01893882	-0.11527474	-0.025365727
